route_id,origin,destination,travel_corridor,service_category,pricing_model,distance,estimated_travel_time,hatchback_price,sedan_price,suv_price,innova_price,per_km_rates,round_trip_rates,driver_allowance,tolls_and_taxes,url
agra-to-muzaffarnagar-tempo-traveller,Agra,Muzaffarnagar,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-muzaffarnagar-tempo-traveller/
agra-to-muzaffarpur-junction-tempo-traveller,Agra,Muzaffarpur Junction,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-muzaffarpur-junction-tempo-traveller/
agra-to-mysuru-tempo-traveller,Agra,Mysuru,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-mysuru-tempo-traveller/
agra-to-nabadwip-dham-tempo-traveller,Agra,Nabadwip Dham,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-nabadwip-dham-tempo-traveller/
agra-to-nabha-tempo-traveller,Agra,Nabha,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-nabha-tempo-traveller/
agra-to-nadiad-junction-tempo-traveller,Agra,Nadiad Junction,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-nadiad-junction-tempo-traveller/
agra-to-nadikudi-junction-tempo-traveller,Agra,Nadikudi Junction,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-nadikudi-junction-tempo-traveller/
agra-to-nagar-untari-tempo-traveller,Agra,Nagar Untari,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-nagar-untari-tempo-traveller/
agra-to-nagari-tempo-traveller-2,Agra,Nagari,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-nagari-tempo-traveller-2/
agra-to-nagari-tempo-traveller,Agra,Nagari,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-nagari-tempo-traveller/
agra-to-nagarkurnool-tempo-traveller,Agra,Nagarkurnool,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-nagarkurnool-tempo-traveller/
agra-to-nagaur-tempo-traveller,Agra,Nagaur,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-nagaur-tempo-traveller/
agra-to-nagbhir-junction-tempo-traveller,Agra,Nagbhir Junction,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-nagbhir-junction-tempo-traveller/
agra-to-nagda-tempo-traveller,Agra,Nagda,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-nagda-tempo-traveller/
agra-to-nagercoil-junction-tempo-traveller,Agra,Nagercoil Junction,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-nagercoil-junction-tempo-traveller/
agra-to-nagina-tempo-traveller,Agra,Nagina,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-nagina-tempo-traveller/
agra-to-nagore-tempo-traveller,Agra,Nagore,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-nagore-tempo-traveller/
agra-to-nagpur-tempo-traveller,Agra,Nagpur,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-nagpur-tempo-traveller/
agra-to-nahan-tempo-traveller,Agra,Nahan,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-nahan-tempo-traveller/
agra-to-nahur-tempo-traveller,Agra,Nahur,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-nahur-tempo-traveller/
agra-to-naigaon-tempo-traveller,Agra,Naigaon,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-naigaon-tempo-traveller/
agra-to-naini-tempo-traveller,Agra,Naini,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-naini-tempo-traveller/
agra-to-nainital-tempo-traveller,Agra,Nainital,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-nainital-tempo-traveller/
agra-to-nainpur-junction-tempo-traveller,Agra,Nainpur Junction,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-nainpur-junction-tempo-traveller/
agra-to-najibabad-tempo-traveller,Agra,Najibabad,Agra -> Pan-India Long Distance (Tempo Traveller),Tempo Traveller Rental,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/agra-to-najibabad-tempo-traveller/
agra-university-to-chandigarh-taxi-services,Agra University,Chandigarh,Agra (Localities) -> Chandigarh,Outstation Taxi,day_package_120km,450 km,7 to 8 hours,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/agra-university-to-chandigarh-taxi-services/
agwar-agra-to-chandigarh-taxi-services,Agwar Agra,Chandigarh,Agra (Localities) -> Chandigarh,Outstation Taxi,day_package_120km,450 km,7 to 8 hours,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/agwar-agra-to-chandigarh-taxi-services/
aharan-agra-to-chandigarh-taxi-services,Aharan Agra,Chandigarh,Agra (Localities) -> Chandigarh,Outstation Taxi,day_package_120km,450 km,7 to 8 hours,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/aharan-agra-to-chandigarh-taxi-services/
air-force-gurgaon-to-agra-taxi,Air Force Gurgaon,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/air-force-gurgaon-to-agra-taxi/
akhabai-kiraoli-agra-to-chandigarh-taxi-services,Akhabai Kiraoli Agra,Chandigarh,Agra (Localities) -> Chandigarh,Outstation Taxi,day_package_120km,450 km,7 to 8 hours,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/akhabai-kiraoli-agra-to-chandigarh-taxi-services/
akhabai-to-haridwar-taxi-services,Akhabai,Haridwar,Agra (Localities) -> Haridwar,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/akhabai-to-haridwar-taxi-services/
akhera-gurgaon-to-agra-taxi,Akhera Gurgaon,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/akhera-gurgaon-to-agra-taxi/
akola-agra-to-chandigarh-taxi-services,Akola Agra,Chandigarh,Agra (Localities) -> Chandigarh,Outstation Taxi,day_package_120km,450 km,7 to 8 hours,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/akola-agra-to-chandigarh-taxi-services/
akola-to-haridwar-taxi-services,Akola,Haridwar,Agra (Localities) -> Haridwar,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/akola-to-haridwar-taxi-services/
aliganj-delhi-to-mathura-taxi,Aliganj Delhi,Mathura,Delhi -> Mathura,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/aliganj-delhi-to-mathura-taxi/
alipur-delhi-to-mathura-taxi,Alipur Delhi,Mathura,Delhi -> Mathura,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/alipur-delhi-to-mathura-taxi/
amar-colony-delhi-to-mathura-taxi,Amar Colony Delhi,Mathura,Delhi -> Mathura,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/amar-colony-delhi-to-mathura-taxi/
ambedkar-nagar-delhi-to-mathura-taxi,Ambedkar Nagar Delhi,Mathura,Delhi -> Mathura,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/ambedkar-nagar-delhi-to-mathura-taxi/
ambrohi-delhi-to-mathura-taxi,Ambrohi Delhi,Mathura,Delhi -> Mathura,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/ambrohi-delhi-to-mathura-taxi/
amrit-kaur-market-delhi-to-mathura-taxi,Amrit Kaur Market Delhi,Mathura,Delhi -> Mathura,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/amrit-kaur-market-delhi-to-mathura-taxi/
anand-nagar-delhi-to-mathura-taxi,Anand Nagar Delhi,Mathura,Delhi -> Mathura,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/anand-nagar-delhi-to-mathura-taxi/
anand-niketan-delhi-to-mathura-taxi,Anand Niketan Delhi,Mathura,Delhi -> Mathura,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/anand-niketan-delhi-to-mathura-taxi/
anand-parbat-delhi-to-mathura-taxi,Anand Parbat Delhi,Mathura,Delhi -> Mathura,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/anand-parbat-delhi-to-mathura-taxi/
anandvas-shakurpur-delhi-to-mathura-taxi,Anandvas Shakurpur Delhi,Mathura,Delhi -> Mathura,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/anandvas-shakurpur-delhi-to-mathura-taxi/
